node_id,x,y,z,s11,s22,s12,dspss,defect_label
203365,1670.9263916015625,1991.33251953125,1950.0,-0.02493058331310749,-0.009990475606173277,1.425191044290841e-06,0.33216769248247147,0
203366,1709.226806640625,1958.556640625,1950.0,-0.024929688777774572,-0.009990477934479713,9.405421845798401e-07,0.3321673572063446,0
203367,1746.8843994140625,1925.044189453125,1950.0,-0.02492967015132308,-0.009990486782044172,-1.039189152507447e-06,0.3321673795580864,0
203368,1783.8851318359375,1890.8077392578125,1950.0,-0.02493029600009322,-0.009990463498979807,1.0532882015468203e-06,0.3321676477789879,0
203369,1820.2149658203125,1855.8603515625,1950.0,-0.024930214509367943,-0.009990482358261943,2.1276620776333743e-06,0.3321676477789879,0
203370,1855.8603515625,1820.2149658203125,1950.0,-0.024930214509367943,-0.009990482591092587,-2.1458955012931824e-06,0.33216768503189087,0
203371,1890.8077392578125,1783.8851318359375,1950.0,-0.024930295534431934,-0.009990463964641094,-1.0713463893807784e-06,0.33216773718595505,0
203372,1925.044189453125,1746.8843994140625,1950.0,-0.024929670616984367,-0.009990487713366747,1.0208174892056832e-06,0.33216750621795654,0
203373,1958.556640625,1709.226806640625,1950.0,-0.024929688777774572,-0.009990479331463575,-9.588201130839025e-07,0.33216752111911774,0
203374,1991.33251953125,1670.9263916015625,1950.0,-0.024930585641413927,-0.009990477468818426,-1.443360162056706e-06,0.332167886197567,0
203375,2023.359619140625,1631.99755859375,1950.0,-0.02493030158802867,-0.009990459773689508,-7.806360144968494e-07,0.33216775953769684,0
203376,2054.625732421875,1592.4552001953125,1950.0,-0.024929697159677744,-0.009990508435294032,1.5876381951329677e-06,0.33216752111911774,0
203377,2085.119140625,1552.313720703125,1950.0,-0.02493082545697689,-0.00999045791104436,2.551987421384183e-06,0.33216793090105057,0
203378,2114.82861328125,1511.588623046875,1950.0,-0.024930247105658054,-0.009990462567657232,-1.1647699693639879e-07,0.3321676626801491,0
203379,2143.74267578125,1470.2950439453125,1950.0,-0.02492913417518139,-0.009990520542487502,-1.752125285747752e-06,0.33216720074415207,0
203380,2171.8505859375,1428.4486083984375,1950.0,-0.024930699728429317,-0.009990444174036384,-4.2600447613949655e-08,0.33216775208711624,0
203381,2199.1416015625,1386.06494140625,1950.0,-0.024930160492658615,-0.009990467224270105,2.4720584690385294e-06,0.33216749131679535,0
203382,2225.60595703125,1343.1600341796875,1950.0,-0.024929188191890717,-0.009990522172302008,1.2251859971001977e-08,0.3321670815348625,0
203383,2251.233154296875,1299.75,1950.0,-0.024930367711931467,-0.00999042671173811,-2.282090406424686e-06,0.33216746896505356,0
203384,2276.013671875,1255.8511962890625,1950.0,-0.02492974093183875,-0.00999050261452794,-4.752379823003139e-08,0.33216719329357147,0
203385,2299.938232421875,1211.4801025390625,1950.0,-0.024930881801992655,-0.009990499820560217,1.12332732271625e-06,0.3321676105260849,0
203386,2322.998046875,1166.6534423828125,1950.0,-0.024931275751441717,-0.009990394115447998,2.4325563998672806e-06,0.33216769993305206,0
203387,2345.184326171875,1121.3880615234375,1950.0,-0.024928437545895576,-0.009990569902583957,1.473471968438389e-06,0.3321665897965431,0
203388,2366.488525390625,1075.700927734375,1950.0,-0.02492987411096692,-0.009990430437028408,-1.9599409029069648e-06,0.3321670815348625,0
203389,2386.90283203125,1029.609375,1950.0,-0.0249308324418962,-0.009990463498979807,-1.0624332986708396e-06,0.33216746896505356,0
203390,2406.41943359375,983.1305541992188,1950.0,-0.024930355604737997,-0.009990524034947157,-1.2501278945364902e-07,0.33216729760169983,0
203391,2425.03125,936.281982421875,1950.0,-0.02493015071377158,-0.009990396443754435,-7.758530387036444e-07,0.3321671709418297,0
203392,2442.73095703125,889.0814208984375,1950.0,-0.02492875326424837,-0.009990567341446877,8.768035968387267e-07,0.33216670900583267,0
203393,2459.51220703125,841.54638671875,1950.0,-0.024930480867624283,-0.009990412974730134,1.7982026463414513e-06,0.3321673721075058,0
203394,2475.368408203125,793.6949462890625,1950.0,-0.024931023828685284,-0.00999049236997962,-7.739257910088782e-07,0.3321676403284073,0
203395,2490.293701171875,745.5449829101562,1950.0,-0.024930049665272236,-0.009990485152229667,-2.860511244762165e-06,0.332167312502861,0
203396,2504.28271484375,697.1146850585938,1950.0,-0.02492941077798605,-0.009990446269512177,-1.2339628980839734e-06,0.3321671038866043,0
203397,2517.329833984375,648.4223022460938,1950.0,-0.024930027313530445,-0.009990543592721224,-4.180346522275613e-07,0.33216742426157,0
203398,2529.43017578125,599.4859619140625,1950.0,-0.02493114583194256,-0.009990376885980368,8.010766521238111e-07,0.3321678563952446,0
203399,2540.579345703125,550.32421875,1950.0,-0.024928784929215908,-0.0099905573297292,-1.7615207070775796e-08,0.33216703683137894,0
203400,2550.773193359375,500.95556640625,1950.0,-0.02492992440238595,-0.009990466525778174,-2.1057951471448177e-06,0.33216751366853714,0
203401,2560.0078125,451.3984375,1950.0,-0.02493096422404051,-0.009990414837375283,8.189815048353921e-07,0.33216793835163116,0
203402,2568.27978515625,401.671630859375,1950.0,-0.024929198902100325,-0.009990568738430738,2.1174063817852584e-06,0.3321673050522804,0
203403,2575.585693359375,351.793701171875,1950.0,-0.024931183084845543,-0.009990411810576916,1.7228514934686245e-06,0.3321680426597595,0
203404,2581.923095703125,301.7835388183594,1950.0,-0.024930872954428196,-0.00999048724770546,7.418273213488646e-07,0.33216792345046997,0
203405,2587.289794921875,251.6598663330078,1950.0,-0.024928996339440346,-0.009990503080189228,-7.390469960455448e-07,0.3321671709418297,0
203406,2591.68310546875,201.44154357910156,1950.0,-0.024929808918386698,-0.009990457678213716,-1.140887377459876e-06,0.33216745406389236,0
203407,2595.10205078125,151.14747619628906,1950.0,-0.024930143263190985,-0.009990486549213529,-1.2468890560057844e-06,0.3321675583720207,0
203408,2597.545166015625,100.79657745361328,1950.0,-0.024929859209805727,-0.009990472346544266,-6.372160683554284e-07,0.3321673944592476,0
203409,2599.01123046875,50.40776824951172,1950.0,-0.024930315092206,-0.009990487014874816,4.716724788522697e-08,0.33216753602027893,0
203410,2599.5,0.0,1950.0,-0.024930833838880062,-0.009990448597818613,4.405153362085912e-07,0.33216771483421326,0
203411,1299.75,2251.233154296875,1900.0,-0.0249361889436841,-0.009994255844503641,8.25956902872349e-07,0.3322918266057968,0
203412,1343.1600341796875,2225.60595703125,1900.0,-0.024934662505984306,-0.009994374122470617,-1.0304908784064537e-06,0.33229124546051025,0
203413,1386.06494140625,2199.1416015625,1900.0,-0.02493498334661126,-0.009994338033720851,-2.377856333168893e-06,0.3322913274168968,0
203414,1428.4486083984375,2171.8505859375,1900.0,-0.024935835041105747,-0.009994288207963109,7.156870651670033e-09,0.3322916179895401,0
203415,1470.2950439453125,2143.74267578125,1900.0,-0.024934275075793266,-0.009994386229664087,1.7579868654138409e-06,0.33229100704193115,0
203416,1511.588623046875,2114.82861328125,1900.0,-0.02493533305823803,-0.00999431568197906,9.410638313056552e-08,0.332291379570961,0
203417,1552.313720703125,2085.119140625,1900.0,-0.02493595751002431,-0.009994317777454853,-2.5701746722006646e-06,0.3322916254401207,0
203418,1592.4552001953125,2054.625732421875,1900.0,-0.024934804067015648,-0.009994365740567446,-1.6110107949884878e-06,0.3322912007570267,0
203419,1631.99755859375,2023.359619140625,1900.0,-0.02493542293086648,-0.009994318708777428,7.591804020989912e-07,0.33229145407676697,0
